LINK_ID,REGION,ROAD_TYPE,node_start,eastings_start,northings_start,wgsLat_start,wgsLong_start,location_lv1_eng_start,location_lv1_chin_start,location_lv2_eng_start,location_lv2_chin_start,location_lv3_eng_start,location_lv3_chin_start,location_lv4_eng_start,location_lv4_chin_start,location_lv5_eng_start,location_lv5_chin_start,full_location_eng_start,full_location_chin_start,node_end,eastings_end,northings_end,wgsLat_end,wgsLong_end,location_lv1_eng_end,location_lv1_chin_end,location_lv2_eng_end,location_lv2_chin_end,location_lv3_eng_end,location_lv3_chin_end,location_lv4_eng_end,location_lv4_chin_end,location_lv5_eng_end,location_lv5_chin_end,full_location_eng_end,full_location_chin_end,non_col,route_lat,route_long,detailed_route_lat,detailed_route_long
50049-50048,HK,MAJOR ROUTE,50049,833323.3509999998,816607.564,22.288364470999998,114.148299994,Connaught Road West Flyover,干諾道西天橋,Mid Levels West,西半山,Sheung Wan,上環,Central and Western District,中西區,Central District,中區,Connaught Road West FlyoverMid Levels WestSheung WanCentral and Western DistrictCentral District,中區中西區上環西半山干諾道西天橋,50048,833272.432,816617.2270000002,22.288451647,114.147805867,Connaught Road West Flyover,干諾道西天橋,Mid Levels West,西半山,Sheung Wan,上環,Central and Western District,中西區,Central District,中區,Connaught Road West FlyoverMid Levels WestSheung WanCentral and Western DistrictCentral District,中區中西區上環西半山干諾道西天橋,,"[22.288364470999998, 22.288451647]","[114.148299994, 114.147805867]","[22.288345, 22.288414, 22.288424]","[114.148296, 114.147876, 114.147802]"
50057-50058,HK,MAJOR ROUTE,50057,833868.1213,816448.7749,22.286931349,114.153586586,Rumsey Street,林士街,SoHo,,Sheung Wan,上環,Central District,中區,Central and Western District,中西區,Rumsey StreetSoHoSheung WanCentral DistrictCentral and Western District,中西區中區上環林士街,50058,833814.8420000002,816458.312,22.2870174,114.15306956299999,Rumsey Street Flyover,林士街天橋,SoHo,,Sheung Wan,上環,Central District,中區,Central and Western District,中西區,Rumsey Street FlyoverSoHoSheung WanCentral DistrictCentral and Western District,中西區中區上環林士街天橋,,"[22.286931349, 22.2870174]","[114.153586586, 114.15306956299999]","[22.286933, 22.286936, 22.286971, 22.287018, 22.287184, 22.28727, 22.287401, 22.287471, 22.287601, 22.287859, 22.288049, 22.28808, 22.288296, 22.288282, 22.288304, 22.288313, 22.288336, 22.288404, 22.288411, 22.28841, 22.288432, 22.288504, 22.288502, 22.288488, 22.288488, 22.287861, 22.287861, 22.287827, 22.287788, 22.287778, 22.287726, 22.287702, 22.287661, 22.287659, 22.287724, 22.288135, 22.288208, 22.2883, 22.288353, 22.288464, 22.288464, 22.28844, 22.288331, 22.288211, 22.28817, 22.287979, 22.287896, 22.287896, 22.287474, 22.287346, 22.287117, 22.287117, 22.287017, 22.287007, 22.286999, 22.286988, 22.286938, 22.286899, 22.28686, 22.286229, 22.286229, 22.285802, 22.285616, 22.285607, 22.285409, 22.285332, 22.285215, 22.285114, 22.285067, 22.28502, 22.284956, 22.284684, 22.284566, 22.284502, 22.284229, 22.284165, 22.284115, 22.283728, 22.283645, 22.283645, 22.283956, 22.284051, 22.284051, 22.284201, 22.284581, 22.284805, 22.284856, 22.284896, 22.285014, 22.285186, 22.285226, 22.285325, 22.285411, 22.285456, 22.285501, 22.285579, 22.285636, 22.2857, 22.285764, 22.285879, 22.286018, 22.286038, 22.286047, 22.286164, 22.286303, 22.286367, 22.286505, 22.286674, 22.286715, 22.286768, 22.286918, 22.287024]","[114.153582, 114.153557, 114.153347, 114.153152, 114.152577, 114.152309, 114.151885, 114.151637, 114.151219, 114.150335, 114.149561, 114.149445, 114.148496, 114.148295, 114.148143, 114.148067, 114.147838, 114.146871, 114.146745, 114.146572, 114.146286, 114.145085, 114.144933, 114.144881, 114.144881, 114.144855, 114.144855, 114.145315, 114.145732, 114.145827, 114.146455, 114.146704, 114.147183, 114.147267, 114.147332, 114.147893, 114.148014, 114.148069, 114.148097, 114.148133, 114.148133, 114.148281, 114.14887, 114.149365, 114.149513, 114.150294, 114.150608, 114.150608, 114.151976, 114.152409, 114.153168, 114.153168, 114.15337, 114.153385, 114.153392, 114.153399, 114.153421, 114.153433, 114.153442, 114.153276, 114.153276, 114.154036, 114.154379, 114.154475, 114.154814, 114.154935, 114.15513, 114.155287, 114.155354, 114.155415, 114.155482, 114.155704, 114.155735, 114.155838, 114.156058, 114.15607, 114.156156, 114.156475, 114.156491, 114.156491, 114.156928, 114.157068, 114.157068, 114.156934, 114.156633, 114.156446, 114.156413, 114.156422, 114.156358, 114.156297, 114.156302, 114.156257, 114.15621, 114.15618, 114.156143, 114.156073, 114.156006, 114.155922, 114.155821, 114.155572, 114.155243, 114.155186, 114.155155, 114.154896, 114.154645, 114.154535, 114.154297, 114.153976, 114.153891, 114.15379, 114.153406, 114.153077]"
50058-50045,HK,MAJOR ROUTE,50058,833814.8420000002,816458.312,22.2870174,114.15306956299999,Rumsey Street Flyover,林士街天橋,SoHo,,Sheung Wan,上環,Central District,中區,Central and Western District,中西區,Rumsey Street FlyoverSoHoSheung WanCentral DistrictCentral and Western District,中西區中區上環林士街天橋,50045,833566.6109999998,816541.012,22.287763863000002,114.15066065799999,Rumsey Street Flyover,林士街天橋,SoHo,,Sheung Wan,上環,Central District,中區,Central and Western District,中西區,Rumsey Street FlyoverSoHoSheung WanCentral DistrictCentral and Western District,中西區中區上環林士街天橋,,"[22.2870174, 22.287763863000002]","[114.15306956299999, 114.15066065799999]","[22.287027, 22.287184, 22.28727, 22.287401, 22.287471, 22.287601, 22.287763]","[114.153068, 114.152577, 114.152309, 114.151885, 114.151637, 114.151219, 114.150665]"
50059-50058,HK,MAJOR ROUTE,50059,833862.7,816441.553,22.286866123000003,114.15353399,Rumsey Street Flyover,林士街天橋,SoHo,,Sheung Wan,上環,Central District,中區,Central and Western District,中西區,Rumsey Street FlyoverSoHoSheung WanCentral DistrictCentral and Western District,中西區中區上環林士街天橋,50058,833814.8420000002,816458.312,22.2870174,114.15306956299999,Rumsey Street Flyover,林士街天橋,SoHo,,Sheung Wan,上環,Central District,中區,Central and Western District,中西區,Rumsey Street FlyoverSoHoSheung WanCentral DistrictCentral and Western District,中西區中區上環林士街天橋,,"[22.286866123000003, 22.2870174]","[114.15353399, 114.15306956299999]","[22.286868, 22.286918, 22.287025]","[114.153535, 114.153406, 114.153072]"
50078-50079,HK,MAJOR ROUTE,50078,836298.985,815671.02,22.279909391999997,114.17717500299999,Gloucester Road,告士打道,Morrison Hill,摩利臣山,Wan Chai,灣仔,Wan Chai District,灣仔區,Central District,中區,Gloucester RoadMorrison HillWan ChaiWan Chai DistrictCentral District,中區灣仔區灣仔摩利臣山告士打道,50079,836350.5237,815690.2087,22.280082677,114.177675096,Tonnochy Road,杜老誌道,Morrison Hill,摩利臣山,Wan Chai,灣仔,Wan Chai District,灣仔區,Central District,中區,Tonnochy RoadMorrison HillWan ChaiWan Chai DistrictCentral District,中區灣仔區灣仔摩利臣山杜老誌道,,"[22.279909391999997, 22.280082677]","[114.17717500299999, 114.177675096]","[22.279898, 22.27992, 22.279969, 22.280073]","[114.177179, 114.177254, 114.177393, 114.177679]"
50079-7881,HK,MAJOR ROUTE,50079,836350.5237,815690.2087,22.280082677,114.177675096,Tonnochy Road,杜老誌道,Morrison Hill,摩利臣山,Wan Chai,灣仔,Wan Chai District,灣仔區,Central District,中區,Tonnochy RoadMorrison HillWan ChaiWan Chai DistrictCentral District,中區灣仔區灣仔摩利臣山杜老誌道,7881,836592.753,815897.7309999998,22.281956706,114.180025551,Wan Chai East Preliminary Treatment Works,灣仔東基本污水處理廠,Wan Shing Street,運盛街,Morrison Hill,摩利臣山,Causeway Bay,銅鑼灣,Central District,中區,Wan Chai East Preliminary Treatment WorksWan Shing StreetMorrison HillCauseway BayCentral District,中區銅鑼灣摩利臣山運盛街灣仔東基本污水處理廠,,"[22.280082677, 22.281956706]","[114.177675096, 114.180025551]","[22.280075, 22.280138, 22.280461, 22.280501, 22.280556, 22.280595, 22.280641, 22.280718, 22.280757, 22.280985, 22.281032, 22.281493, 22.281673, 22.281726, 22.281825, 22.281872, 22.281901, 22.28197, 22.282064, 22.282079, 22.282124, 22.282147, 22.282157, 22.28216, 22.282161, 22.28216, 22.282145, 22.282109, 22.282082, 22.282062, 22.282024, 22.282014, 22.282014, 22.281968, 22.281908, 22.281887, 22.281865, 22.281859, 22.281858, 22.281862, 22.281886, 22.281982, 22.282031, 22.282041, 22.28206, 22.282161, 22.282176, 22.282176, 22.28232, 22.282389, 22.282466, 22.282676, 22.28276, 22.283206, 22.283238, 22.283263, 22.283316, 22.283331, 22.283449, 22.283503, 22.283549, 22.283572, 22.283573, 22.283566, 22.28354, 22.283487, 22.28343, 22.283351, 22.283285, 22.283215, 22.283127, 22.283054, 22.282983, 22.282954, 22.282908, 22.282868, 22.282729, 22.28268, 22.282659, 22.282564, 22.282536, 22.282461, 22.282381, 22.282356, 22.282317, 22.28226, 22.282192, 22.282139, 22.281976, 22.281898, 22.281873, 22.281746, 22.281666, 22.281578, 22.281571, 22.281546, 22.281511, 22.281479, 22.281447, 22.281435, 22.281427, 22.281396, 22.281378, 22.281308, 22.281258, 22.281237, 22.28122, 22.28115, 22.281008, 22.280956, 22.28086, 22.280825, 22.280749, 22.280656, 22.280428, 22.28028, 22.280201, 22.279747, 22.279616, 22.27954, 22.279515, 22.279515, 22.279052, 22.279052, 22.27907, 22.279334, 22.279334, 22.279301, 22.279275, 22.278973, 22.278973, 22.278975, 22.279353, 22.27947, 22.279484, 22.279933, 22.280148, 22.280223, 22.280541, 22.280704, 22.281049, 22.281295, 22.281678, 22.281725, 22.281808, 22.282328, 22.282395, 22.282437, 22.282437, 22.282414, 22.282369, 22.282119, 22.282093, 22.281992, 22.281983, 22.281951, 22.281951, 22.28191, 22.281864, 22.281804, 22.281461, 22.281154, 22.280921, 22.280893, 22.280508, 22.280363, 22.280298, 22.280234, 22.280208, 22.280187, 22.280177, 22.280171, 22.28018, 22.280222, 22.280214, 22.280333, 22.280458, 22.280559, 22.280609, 22.280649, 22.280695, 22.280731, 22.280824, 22.281401, 22.281425, 22.281534, 22.281691, 22.28173, 22.281908, 22.281942]","[114.177684, 114.177856, 114.178704, 114.178791, 114.178888, 114.17895, 114.179013, 114.17909, 114.179123, 114.179304, 114.179367, 114.17969, 114.179835, 114.17989, 114.180003, 114.180066, 114.180153, 114.180262, 114.180451, 114.180491, 114.180626, 114.180745, 114.180848, 114.180926, 114.180948, 114.180994, 114.181128, 114.18123, 114.181344, 114.181417, 114.181535, 114.181562, 114.181562, 114.181685, 114.181891, 114.181975, 114.18207, 114.182141, 114.182218, 114.182323, 114.182413, 114.182722, 114.182872, 114.182928, 114.182975, 114.183253, 114.183318, 114.183318, 114.183718, 114.183886, 114.184035, 114.184374, 114.184486, 114.185041, 114.185083, 114.185111, 114.185179, 114.185238, 114.185378, 114.185452, 114.185545, 114.185661, 114.185751, 114.185802, 114.185884, 114.185981, 114.186047, 114.186105, 114.186133, 114.186155, 114.18616, 114.186151, 114.18612, 114.186098, 114.186057, 114.185989, 114.18558, 114.185456, 114.18539, 114.185099, 114.185024, 114.18479, 114.184524, 114.184403, 114.184246, 114.184082, 114.183905, 114.183766, 114.183333, 114.183141, 114.183073, 114.182749, 114.182533, 114.182316, 114.182297, 114.182254, 114.182163, 114.182097, 114.182054, 114.182005, 114.181985, 114.181917, 114.18188, 114.18178, 114.181717, 114.181716, 114.181686, 114.181575, 114.181228, 114.181084, 114.180818, 114.180741, 114.180522, 114.18029, 114.179693, 114.179273, 114.179051, 114.177554, 114.177104, 114.176809, 114.17666, 114.17666, 114.176716, 114.176716, 114.176801, 114.177719, 114.177719, 114.177739, 114.177794, 114.177895, 114.177895, 114.178079, 114.179372, 114.179496, 114.179487, 114.179292, 114.179204, 114.179168, 114.179035, 114.17897, 114.178828, 114.178729, 114.17858, 114.178546, 114.178515, 114.178309, 114.17828, 114.178266, 114.178266, 114.178204, 114.178163, 114.177418, 114.177392, 114.177008, 114.176989, 114.176948, 114.176948, 114.176924, 114.176912, 114.176915, 114.177053, 114.177186, 114.177272, 114.177285, 114.177406, 114.177457, 114.177487, 114.177525, 114.17755, 114.177578, 114.177602, 114.177636, 114.177703, 114.177813, 114.177908, 114.178224, 114.17854, 114.17874, 114.178831, 114.178895, 114.178957, 114.178998, 114.179082, 114.179518, 114.179534, 114.17962, 114.179756, 114.17979, 114.179991, 114.180033]"
50098-50099,HK,MAJOR ROUTE,50098,836705.363,815357.127,22.277074681,114.18111809999999,sinopec,,Canal Road Flyover,堅拿道天橋,Morrison Hill,摩利臣山,Causeway Bay,銅鑼灣,Central District,中區,sinopecCanal Road FlyoverMorrison HillCauseway BayCentral District,中區銅鑼灣摩利臣山堅拿道天橋,50099,836706.8121,815421.0651,22.277652083000003,114.181132178,Canal Road Flyover,堅拿道天橋,Morrison Hill,摩利臣山,Causeway Bay,銅鑼灣,Wan Chai District,灣仔區,Central District,中區,Canal Road FlyoverMorrison HillCauseway BayWan Chai DistrictCentral District,中區灣仔區銅鑼灣摩利臣山堅拿道天橋,,"[22.277074681, 22.277652083000003]","[114.18111809999999, 114.181132178]","[22.276907, 22.277193, 22.277493, 22.277643, 22.277651]","[114.181104, 114.181123, 114.181136, 114.181145, 114.181146]"
50099-785,HK,MAJOR ROUTE,50099,836706.8121,815421.0651,22.277652083000003,114.181132178,Canal Road Flyover,堅拿道天橋,Morrison Hill,摩利臣山,Causeway Bay,銅鑼灣,Wan Chai District,灣仔區,Central District,中區,Canal Road FlyoverMorrison HillCauseway BayWan Chai DistrictCentral District,中區灣仔區銅鑼灣摩利臣山堅拿道天橋,785,836646.4365,815770.3207,22.280806099,114.18054643200001,Canal Road Flyover,堅拿道天橋,Morrison Hill,摩利臣山,Causeway Bay,銅鑼灣,Wan Chai District,灣仔區,Central District,中區,Canal Road FlyoverMorrison HillCauseway BayWan Chai DistrictCentral District,中區灣仔區銅鑼灣摩利臣山堅拿道天橋,,"[22.277652083000003, 22.280806099]","[114.181132178, 114.18054643200001]","[22.277655, 22.277784, 22.27802, 22.27835, 22.27875, 22.278882, 22.279124, 22.279157, 22.279331, 22.279372, 22.279449, 22.279572, 22.279671, 22.279785, 22.280638, 22.280672, 22.280695, 22.280695, 22.280733, 22.280768, 22.280803]","[114.181146, 114.181159, 114.181175, 114.181191, 114.181218, 114.181225, 114.181233, 114.181231, 114.181209, 114.181198, 114.181176, 114.18113, 114.181087, 114.180999, 114.180634, 114.180618, 114.180598, 114.180598, 114.180595, 114.180577, 114.18055]"
50106-8212,HK,MAJOR ROUTE,50106,839816.873,816917.947,22.291166268,114.211312678,Island Eastern Corridor,東區走廊,Tsat Tsz Mui,七姊妹,Quarry Bay,鰂魚涌,Hong Kong Island,香港島,Eastern District,東區,Island Eastern CorridorTsat Tsz MuiQuarry BayHong Kong IslandEastern District,東區香港島鰂魚涌七姊妹東區走廊,8212,839401.015,817147.538,22.293240425,114.207277634,North Point Fire Services Department Pier,北角消防處碼頭,Island Eastern Corridor,東區走廊,Tsat Tsz Mui,七姊妹,North Point,北角,Hong Kong Island,香港島,North Point Fire Services Department PierIsland Eastern CorridorTsat Tsz MuiNorth PointHong Kong Island,香港島北角七姊妹東區走廊北角消防處碼頭,,"[22.291166268, 22.293240425]","[114.211312678, 114.207277634]","[22.29118, 22.291181, 22.29129, 22.291305, 22.291455, 22.292116, 22.292425, 22.292558, 22.292706, 22.292848, 22.292896, 22.292948, 22.293043, 22.29325]","[114.211317, 114.211316, 114.211142, 114.21106, 114.210894, 114.209998, 114.209541, 114.209305, 114.209021, 114.208678, 114.208569, 114.208408, 114.208079, 114.207286]"
50107-50109,HK,MAJOR ROUTE,50107,839823.434,816928.645,22.291262864,114.21137637,Island Eastern Corridor,東區走廊,Tsat Tsz Mui,七姊妹,Quarry Bay,鰂魚涌,Hong Kong Island,香港島,Eastern District,東區,Island Eastern CorridorTsat Tsz MuiQuarry BayHong Kong IslandEastern District,東區香港島鰂魚涌七姊妹東區走廊,50109,839875.054,816894.55,22.290954858000003,114.211877215,Island Eastern Corridor,東區走廊,Tsat Tsz Mui,七姊妹,Quarry Bay,鰂魚涌,Hong Kong Island,香港島,Eastern District,東區,Island Eastern CorridorTsat Tsz MuiQuarry BayHong Kong IslandEastern District,東區香港島鰂魚涌七姊妹東區走廊,,"[22.291262864, 22.290954858000003]","[114.21137637, 114.211877215]","[22.29126, 22.291219, 22.290956]","[114.21138, 114.211443, 114.211872]"
50108-50106,HK,MAJOR ROUTE,50108,839863.478,816886.0329999998,22.290877968,114.21176486200001,Island Eastern Corridor,東區走廊,Tsat Tsz Mui,七姊妹,Quarry Bay,鰂魚涌,Hong Kong Island,香港島,Eastern District,東區,Island Eastern CorridorTsat Tsz MuiQuarry BayHong Kong IslandEastern District,東區香港島鰂魚涌七姊妹東區走廊,50106,839816.873,816917.947,22.291166268,114.211312678,Island Eastern Corridor,東區走廊,Tsat Tsz Mui,七姊妹,Quarry Bay,鰂魚涌,Hong Kong Island,香港島,Eastern District,東區,Island Eastern CorridorTsat Tsz MuiQuarry BayHong Kong IslandEastern District,東區香港島鰂魚涌七姊妹東區走廊,,"[22.290877968, 22.291166268]","[114.21176486200001, 114.211312678]","[22.290892, 22.291177]","[114.211775, 114.211321]"
50109-910,HK,MAJOR ROUTE,50109,839875.054,816894.55,22.290954858000003,114.211877215,Island Eastern Corridor,東區走廊,Tsat Tsz Mui,七姊妹,Quarry Bay,鰂魚涌,Hong Kong Island,香港島,Eastern District,東區,Island Eastern CorridorTsat Tsz MuiQuarry BayHong Kong IslandEastern District,東區香港島鰂魚涌七姊妹東區走廊,910,840060.0040000002,816792.715,22.290034827,114.213671729,Eastern Harbour Crossing,東區海底隧道,Kornhill,康山,Quarry Bay,鰂魚涌,Hong Kong Island,香港島,Eastern District,東區,Eastern Harbour CrossingKornhillQuarry BayHong Kong IslandEastern District,東區香港島鰂魚涌康山東區海底隧道,,"[22.290954858000003, 22.290034827]","[114.211877215, 114.213671729]","[22.290951, 22.29081, 22.290544, 22.290513, 22.2904, 22.290252, 22.290109, 22.290058, 22.290024]","[114.21188, 114.212112, 114.212571, 114.212583, 114.212797, 114.213107, 114.213477, 114.213591, 114.21366]"
5011-50119,HK,MAJOR ROUTE,5011,840851.058,816261.521,22.285235888000003,114.221346549,Island Eastern Corridor,東區走廊,Kornhill,康山,Sai Wan Ho,西灣河,Hong Kong Island,香港島,Eastern District,東區,Island Eastern CorridorKornhillSai Wan HoHong Kong IslandEastern District,東區香港島西灣河康山東區走廊,50119,840850.7359999998,816287.253,22.285468265,114.221343498,Island Eastern Corridor,東區走廊,Kornhill,康山,Sai Wan Ho,西灣河,Hong Kong Island,香港島,Eastern District,東區,Island Eastern CorridorKornhillSai Wan HoHong Kong IslandEastern District,東區香港島西灣河康山東區走廊,,"[22.285235888000003, 22.285468265]","[114.221346549, 114.221343498]","[22.285237, 22.285289, 22.285468]","[114.221355, 114.221349, 114.221358]"
50119-930,HK,MAJOR ROUTE,50119,840850.7359999998,816287.253,22.285468265,114.221343498,Island Eastern Corridor,東區走廊,Kornhill,康山,Sai Wan Ho,西灣河,Hong Kong Island,香港島,Eastern District,東區,Island Eastern CorridorKornhillSai Wan HoHong Kong IslandEastern District,東區香港島西灣河康山東區走廊,930,840495.49,816655.752,22.288796951,114.21789729700001,Island Eastern Corridor,東區走廊,Kornhill,康山,Quarry Bay,鰂魚涌,Hong Kong Island,香港島,Eastern District,東區,Island Eastern CorridorKornhillQuarry BayHong Kong IslandEastern District,東區香港島鰂魚涌康山東區走廊,,"[22.285468265, 22.288796951]","[114.221343498, 114.21789729700001]","[22.285472, 22.285558, 22.285783, 22.286138, 22.286484, 22.28676, 22.286947, 22.287114, 22.287255, 22.287411, 22.287531, 22.287669, 22.287784, 22.28793, 22.287976, 22.287991, 22.288052, 22.288144, 22.288247, 22.288332, 22.288374, 22.28845, 22.288515, 22.288511, 22.288663, 22.28873, 22.288767]","[114.221359, 114.221363, 114.221353, 114.221358, 114.221364, 114.221373, 114.221365, 114.221344, 114.22131, 114.221246, 114.221182, 114.221096, 114.221001, 114.220856, 114.220802, 114.220761, 114.220682, 114.22053, 114.220298, 114.220069, 114.219914, 114.219586, 114.219272, 114.219198, 114.218505, 114.21812, 114.217896]"
50178-50019,HK,MAJOR ROUTE,50178,836297.6440000002,815654.668,22.279761723000004,114.17716199,Gloucester Road,告士打道,Wan Chai North,灣仔北,Wan Chai,灣仔,Wan Chai District,灣仔區,Central District,中區,Gloucester RoadWan Chai NorthWan ChaiWan Chai DistrictCentral District,中區灣仔區灣仔灣仔北告士打道,50019,835803.901,815589.0079999998,22.279168711,114.172371107,Gloucester Road,告士打道,Wan Chai North,灣仔北,Wan Chai,灣仔,Wan Chai District,灣仔區,Central District,中區,Gloucester RoadWan Chai NorthWan ChaiWan Chai DistrictCentral District,中區灣仔區灣仔灣仔北告士打道,,"[22.279761723000004, 22.279168711]","[114.17716199, 114.172371107]","[22.279761, 22.279691, 22.279648, 22.279613, 22.279571, 22.279552, 22.279547, 22.279507, 22.279459, 22.279441, 22.279407, 22.279389, 22.279346, 22.279335, 22.279286, 22.279278, 22.279184]","[114.177157, 114.176914, 114.176722, 114.176603, 114.176428, 114.176238, 114.17611, 114.175717, 114.175274, 114.175104, 114.174735, 114.174522, 114.174097, 114.174005, 114.173493, 114.173408, 114.172374]"
50179-50178,HK,MAJOR ROUTE,50179,836362.957,815673.882,22.279935235,114.17779573799999,Gloucester Road,告士打道,Wan Chai North,灣仔北,Wan Chai,灣仔,Wan Chai District,灣仔區,Central District,中區,Gloucester RoadWan Chai NorthWan ChaiWan Chai DistrictCentral District,中區灣仔區灣仔灣仔北告士打道,50178,836297.6440000002,815654.668,22.279761723000004,114.17716199,Gloucester Road,告士打道,Wan Chai North,灣仔北,Wan Chai,灣仔,Wan Chai District,灣仔區,Central District,中區,Gloucester RoadWan Chai NorthWan ChaiWan Chai DistrictCentral District,中區灣仔區灣仔灣仔北告士打道,,"[22.279935235, 22.279761723000004]","[114.17779573799999, 114.17716199]","[22.279762, 22.279766, 22.279939]","[114.177162, 114.177177, 114.177795]"
6001-6113,HK,MAJOR ROUTE,6001,834260.0975,816444.9869,22.286897641,114.15739022,Central Wan Chai Bypass,,SoHo,,Central,中環,Central District,中區,Central and Western District,中西區,Central Wan Chai BypassSoHoCentralCentral DistrictCentral and Western District,中西區中區中環,6113,834231.4221,816453.7797,22.286977011999998,114.15711195,Central Wan Chai Bypass,,SoHo,,Central,中環,Central District,中區,Central and Western District,中西區,Central Wan Chai BypassSoHoCentralCentral DistrictCentral and Western District,中西區中區中環,,"[22.286897641, 22.286977011999998]","[114.15739022, 114.15711195]","[22.2869, 22.286964, 22.286979]","[114.157391, 114.157178, 114.157113]"
6112-6001,HK,MAJOR ROUTE,6112,834287.9175,816434.3327,22.286801459,114.15766019,Central Wan Chai Bypass,,SoHo,,Central,中環,Central District,中區,Central and Western District,中西區,Central Wan Chai BypassSoHoCentralCentral DistrictCentral and Western District,中西區中區中環,6001,834260.0975,816444.9869,22.286897641,114.15739022,Central Wan Chai Bypass,,SoHo,,Central,中環,Central District,中區,Central and Western District,中西區,Central Wan Chai BypassSoHoCentralCentral DistrictCentral and Western District,中西區中區中環,,"[22.286801459, 22.286897641]","[114.15766019, 114.15739022]","[22.286802, 22.286887, 22.2869]","[114.157661, 114.157437, 114.157391]"
6113-50057,HK,MAJOR ROUTE,6113,834231.4221,816453.7797,22.286977011999998,114.15711195,Central Wan Chai Bypass,,SoHo,,Central,中環,Central District,中區,Central and Western District,中西區,Central Wan Chai BypassSoHoCentralCentral DistrictCentral and Western District,中西區中區中環,50057,833868.1213,816448.7749,22.286931349,114.153586586,Rumsey Street,林士街,SoHo,,Sheung Wan,上環,Central District,中區,Central and Western District,中西區,Rumsey StreetSoHoSheung WanCentral DistrictCentral and Western District,中西區中區上環林士街,,"[22.286977011999998, 22.286931349]","[114.15711195, 114.153586586]","[22.286979, 22.287012, 22.287076, 22.287103, 22.287093, 22.287065, 22.286941, 22.286915, 22.286907, 22.28691, 22.286933]","[114.157113, 114.156972, 114.156605, 114.156203, 114.155819, 114.15551, 114.154611, 114.154291, 114.15404, 114.15382, 114.153587]"
